intervention,study_id,study_type,title,publication_year,source,has_abstract,abstract_length,hba1c_change,hba1c_change_source,hba1c_change_confidence,glucose_change,glucose_change_source,glucose_change_confidence,triglyceride_change,triglyceride_change_source,triglyceride_change_confidence,hdl_change,hdl_change_source,hdl_change_confidence,ldl_change,ldl_change_source,ldl_change_confidence,condition,phase,enrollment
vitamin D,PMID_27717236,PubMed,Effect of vitamin D supplementation on oral glucose tolerance in individuals with low vitamin D stat...,2017,PubMed,True,256.0,-0.17843988861983442,literature_prior,medium,-6.997154273996428,literature_prior,medium,-10.348812569113203,literature_prior,medium,1.1946674535588375,literature_prior,medium,-3.639862014898321,literature_prior,medium,,,
vitamin D,PMID_28554178,PubMed,Vitamin D and Albuminuria in Youth with and without Type 1 Diabetes.,2017,PubMed,True,166.0,-0.17091102694112734,literature_prior,medium,-6.955415647254305,literature_prior,medium,-10.241737756575827,literature_prior,medium,1.0895094059844295,literature_prior,medium,-5.675387503991008,literature_prior,medium,,,
vitamin D,PMID_26057782,PubMed,Impact of Vitamin D Replacement on Markers of Glucose Metabolism and Cardio-Metabolic Risk in Women ...,2015,PubMed,True,1862.0,-0.21376700215838418,literature_prior,medium,-4.836736544592926,literature_prior,medium,-8.24443588142842,literature_prior,medium,1.1009026453708868,literature_prior,medium,-4.254431141151942,literature_prior,medium,,,
vitamin D,PMID_34543425,PubMed,Serum Vitamin D: Correlates of Baseline Concentration and Response to Supplementation in VITAL-DKD.,2022,PubMed,True,153.0,-0.23750009653555126,literature_prior,medium,-4.968028645982008,literature_prior,medium,-6.882349134145239,literature_prior,medium,1.199383407695841,literature_prior,medium,-3.8805997593767123,literature_prior,medium,,,
vitamin D,PMID_33372392,PubMed,Role of vitamin D-calcium supplementation on metabolic profile and oxidative stress in gestational d...,2021,PubMed,True,167.0,-0.27270518370400476,literature_prior,medium,-6.6206017318837995,literature_prior,medium,-7.92223857648109,literature_prior,medium,1.3001208668993942,literature_prior,medium,-4.660158800902294,literature_prior,medium,,,
vitamin D,PMID_28976989,PubMed,Vitamin D and methylarginines in chronic kidney disease (CKD).,2017,PubMed,True,327.0,-0.21901091442389836,literature_prior,medium,-5.693647779518011,literature_prior,medium,-9.14238159861362,literature_prior,medium,0.7530119464022105,literature_prior,medium,-5.029766324659891,literature_prior,medium,,,
vitamin D,PMID_25770176,PubMed,Nutritional vitamin D supplementation in dialysis: a randomized trial.,2015,PubMed,True,214.0,-0.09691812830995934,literature_prior,medium,-5.415352908197454,literature_prior,medium,-6.541533386379696,literature_prior,medium,1.0173595616967988,literature_prior,medium,-4.153306118380374,literature_prior,medium,,,
vitamin D,PMID_33369020,PubMed,Effects of whey protein plus vitamin D supplementation combined with progressive resistance training...,2021,PubMed,True,271.0,-0.16409619398251366,literature_prior,medium,-3.38620479890386,literature_prior,medium,-8.867114784141965,literature_prior,medium,1.444262564034603,literature_prior,medium,-3.978693494884496,literature_prior,medium,,,
vitamin D,PMID_26211605,PubMed,A randomized controlled trial of vitamin D replacement strategies in pediatric CF patients.,2016,PubMed,True,239.0,-0.228779928686774,literature_prior,medium,-7.10881480867449,literature_prior,medium,-6.14895107733592,literature_prior,medium,1.0245496000060772,literature_prior,medium,-3.395877064636055,literature_prior,medium,,,
vitamin D,PMID_34077684,PubMed,Daily intake of yogurt drink fortified either with vitamin D alone or in combination with added calc...,2021,PubMed,True,871.0,-0.1758116888606551,literature_prior,medium,-7.280750179997568,literature_prior,medium,-8.888546537487207,literature_prior,medium,1.230155894172454,literature_prior,medium,-4.172343563242815,literature_prior,medium,,,
green tea,PMID_26093535,PubMed,"Therapeutic effect of high-dose green tea extract on weight reduction: A randomized, double-blind, p...",2016,PubMed,True,243.0,-0.2455251309419005,literature_prior,medium,-9.25442577849557,literature_prior,medium,-18.649814999747846,literature_prior,medium,1.990451651608067,literature_prior,medium,-9.76765475380231,literature_prior,medium,,,
green tea,PMID_29345213,PubMed,Matcha Green Tea Drinks Enhance Fat Oxidation During Brisk Walking in Females.,2018,PubMed,True,555.0,-0.24443393761349472,literature_prior,medium,-9.290648177768027,literature_prior,medium,-18.86986255299155,literature_prior,medium,2.0153068601673643,literature_prior,medium,-6.647390869378041,literature_prior,medium,,,
green tea,PMID_36502289,PubMed,Semaglutide for cardiovascular event reduction in people with overweight or obesity: SELECT study ba...,2023,PubMed,True,316.0,-0.3736033275348876,literature_prior,medium,-7.209521894008858,literature_prior,medium,-16.613237977325742,literature_prior,medium,2.171598236539862,literature_prior,medium,-10.573679009599607,literature_prior,medium,,,
green tea,PMID_17557985,PubMed,A green tea extract high in catechins reduces body fat and cardiovascular risks in humans.,2007,PubMed,True,177.0,-0.21899744346990696,literature_prior,medium,-8.547693742651902,literature_prior,medium,-15.820155893628543,literature_prior,medium,2.3101230335020557,literature_prior,medium,-9.726157635390509,literature_prior,medium,,,
green tea,PMID_36175997,PubMed,The effect of high-polyphenol Mediterranean diet on visceral adiposity: the DIRECT PLUS randomized c...,2022,PubMed,True,256.0,-0.36516529474702314,literature_prior,medium,-9.080296175855294,literature_prior,medium,-15.525338588258332,literature_prior,medium,1.9552499351383752,literature_prior,medium,-11.17970979184486,literature_prior,medium,,,
green tea,PMID_37686725,PubMed,Novel Multi-Ingredient Supplement Facilitates Weight Loss and Improves Body Composition in Overweigh...,2023,PubMed,True,360.0,-0.2416380674024438,literature_prior,medium,-9.54150268275187,literature_prior,medium,-14.221964340675047,literature_prior,medium,1.6598934609891196,literature_prior,medium,-10.496976990431076,literature_prior,medium,,,
green tea,PMID_37743489,PubMed,The effect of polyphenols on DNA methylation-assessed biological age attenuation: the DIRECT PLUS ra...,2023,PubMed,True,408.0,-0.2602610735245053,literature_prior,medium,-8.87511414332591,literature_prior,medium,-14.548542950813754,literature_prior,medium,1.228273041669505,literature_prior,medium,-9.752082312842436,literature_prior,medium,,,
green tea,PMID_39339787,PubMed,Green Tea Kombucha Impacts Inflammation and Salivary Microbiota in Individuals with Excess Body Weig...,2024,PubMed,True,273.0,-0.30568445728305554,literature_prior,medium,-5.99329855183733,literature_prior,medium,-14.05482162967598,literature_prior,medium,1.3850072467369932,literature_prior,medium,-10.098756696159604,literature_prior,medium,,,
green tea,PMID_26797633,PubMed,"Anti-Stress, Behavioural and Magnetoencephalography Effects of an L-Theanine-Based Nutrient Drink: A...",2016,PubMed,True,1430.0,-0.36245969412195433,literature_prior,medium,-9.470358162358195,literature_prior,medium,-18.029401519264216,literature_prior,medium,1.752418334384958,literature_prior,medium,-9.84655673516566,literature_prior,medium,,,
green tea,PMID_38430822,PubMed,A green tea extract confection decreases circulating endotoxin and fasting glucose by improving gut ...,2024,PubMed,True,2064.0,-0.29959191164360277,literature_prior,medium,-29.0,extracted_direct_reduction,high,-16.13641568538917,literature_prior,medium,2.1728679662295387,literature_prior,medium,-10.704540329183477,literature_prior,medium,,,
green tea,PMID_38034010,PubMed,Long-term green-Mediterranean diet may favor fasting morning cortisol stress hormone; the DIRECT-PLU...,2023,PubMed,True,373.0,-0.2824609624662668,literature_prior,medium,-6.626367537692639,literature_prior,medium,-15.258662320798322,literature_prior,medium,1.837507113685543,literature_prior,medium,-9.488476106219323,literature_prior,medium,,,
green tea,PMID_39738315,PubMed,Modulating the human gut microbiome and health markers through kombucha consumption: a controlled cl...,2024,PubMed,True,1428.0,-0.3374848163308855,literature_prior,medium,-5.987626723490088,literature_prior,medium,-14.119998586944075,literature_prior,medium,1.6252918660445295,literature_prior,medium,-10.807470021564292,literature_prior,medium,,,
green tea,PMID_39284453,PubMed,Glycemic control contributes to the neuroprotective effects of Mediterranean and green-Mediterranean...,2024,PubMed,True,138.0,-0.2906233097991425,literature_prior,medium,-7.753766702352147,literature_prior,medium,-16.96770048571169,literature_prior,medium,1.7309931899889335,literature_prior,medium,-9.079259129672302,literature_prior,medium,,,
green tea,PMID_36558368,PubMed,A 60-Day Green Tea Extract Supplementation Counteracts the Dysfunction of Adipose Tissue in Overweig...,2022,PubMed,True,336.0,-0.38163320400504114,literature_prior,medium,-10.650725808097173,literature_prior,medium,-14.74060991918706,literature_prior,medium,1.8480268863845202,literature_prior,medium,-8.25502609650245,literature_prior,medium,,,
green tea,PMID_39616149,PubMed,Black Tea drinks with inulin and dextrin reduced postprandial plasma glucose fluctuations in patient...,2024,PubMed,True,169.0,-0.21333606262319235,literature_prior,medium,-9.705598574821863,literature_prior,medium,-21.402260684762005,literature_prior,medium,1.7736169102695296,literature_prior,medium,-7.985076562250144,literature_prior,medium,,,
green tea,PMID_34561541,PubMed,The combined effect of green tea and α-glucosyl hesperidin in preventing obesity: a randomized place...,2021,PubMed,True,1422.0,-0.2877218941646997,literature_prior,medium,-8.507158020264017,literature_prior,medium,-13.025826590462795,literature_prior,medium,1.7693336386195224,literature_prior,medium,-10.485334751625395,literature_prior,medium,,,
green tea,PMID_38494692,PubMed,Effects of coffee and tea on postprandial cardiometabolic risk factors in healthy individuals: a ran...,2024,PubMed,True,311.0,-0.3057321285510272,literature_prior,medium,-10.000686395442516,literature_prior,medium,-16.559028293488836,literature_prior,medium,1.5896585783997181,literature_prior,medium,-8.313740921777528,literature_prior,medium,,,
green tea,PMID_29466429,PubMed,Population nutrikinetics of green tea extract.,2018,PubMed,True,1418.0,-0.31117854285995167,literature_prior,medium,-6.985537512289005,literature_prior,medium,-12.750787028995521,literature_prior,medium,1.5602228422907682,literature_prior,medium,-9.804072989365858,literature_prior,medium,,,
green tea,PMID_30660196,PubMed,Effect of yerba mate and green tea on paraoxonase and leptin levels in patients affected by overweig...,2019,PubMed,True,165.0,-0.2835191993059858,literature_prior,medium,-9.889876455177115,literature_prior,medium,-13.58892999816067,literature_prior,medium,1.1996409236331533,literature_prior,medium,-8.92158751283361,literature_prior,medium,,,
green tea,PMID_27062963,PubMed,"Does supplementation with green tea extract improve acne in post-adolescent women? A randomized, dou...",2016,PubMed,False,89.0,-0.3741399763677219,literature_prior,medium,-8.443557465355244,literature_prior,medium,-12.468720412422092,literature_prior,medium,1.4370811700810773,literature_prior,medium,-10.735136112505563,literature_prior,medium,,,
green tea,PMID_33517103,PubMed,Green tea extract for mild-to-moderate diabetic peripheral neuropathy A randomized controlled trial.,2021,PubMed,True,202.0,-0.263665345285114,literature_prior,medium,-10.342662112847227,literature_prior,medium,-17.24039007204477,literature_prior,medium,1.6806729163946648,literature_prior,medium,-10.693141792485388,literature_prior,medium,,,
green tea,PMID_21118565,PubMed,"Does green tea affect postprandial glucose, insulin and satiety in healthy subjects: a randomized co...",2010,PubMed,True,435.0,-0.25842462810315286,literature_prior,medium,-6.5763552383193025,literature_prior,medium,-13.65881459867383,literature_prior,medium,2.1190899457032124,literature_prior,medium,-10.653324939986824,literature_prior,medium,,,
green tea,PMID_30400924,PubMed,Effects of green tea extract on overweight and obese women with high levels of low density-lipoprote...,2018,PubMed,True,171.0,-0.282178773170944,literature_prior,medium,-6.045927747964677,literature_prior,medium,-12.033814984043428,literature_prior,medium,1.5957210120200813,literature_prior,medium,-7.333694259823581,literature_prior,medium,,,
green tea,PMID_26178731,PubMed,A randomized controlled trial of green tea catechins in protection against ultraviolet radiation-ind...,2015,PubMed,True,425.0,-0.3119443669229055,literature_prior,medium,-10.842025964352809,literature_prior,medium,-17.57405383183026,literature_prior,medium,1.5784542091776392,literature_prior,medium,-8.152177079865153,literature_prior,medium,,,
green tea,PMID_23725524,PubMed,The effect of green tea and sour tea on blood pressure of patients with type 2 diabetes: a randomize...,2013,PubMed,True,283.0,-0.27753191943155364,literature_prior,medium,-8.890409850411288,literature_prior,medium,-19.400304902931484,literature_prior,medium,1.7667908918565065,literature_prior,medium,-11.200431002308076,literature_prior,medium,,,
green tea,PMID_28585735,PubMed,"A Randomized, Double-blind, Placebo-controlled Clinical Trial Examining the Effects of Green Tea Ext...",2017,PubMed,True,446.0,-0.3946759931290003,literature_prior,medium,-7.959117348476206,literature_prior,medium,-14.815356917400619,literature_prior,medium,1.7972234802935316,literature_prior,medium,-9.185298830463966,literature_prior,medium,,,
green tea,PMID_27797683,PubMed,"Short-term Effects of Green Tea on Blood Pressure, Endothelial Function, and Metabolic Profile in Ob...",2017,PubMed,True,292.0,-0.2838819406448178,literature_prior,medium,-9.514063601350525,literature_prior,medium,-12.052502334675,literature_prior,medium,1.747632702840608,literature_prior,medium,-9.549323428743602,literature_prior,medium,,,
green tea,PMID_40195645,PubMed,Effects of dietary fermented blueberry leaf tea on sleep: a randomized double-blind controlled trial...,2025,PubMed,True,199.0,-0.339153802822223,literature_prior,medium,-11.166059180237735,literature_prior,medium,-12.664345588929134,literature_prior,medium,1.7141679119566318,literature_prior,medium,-6.006355027544684,literature_prior,medium,,,
green tea,PMID_26184298,PubMed,"Green Tea, Intermittent Sprinting Exercise, and Fat Oxidation.",2015,PubMed,True,1259.0,-0.2500558946691211,literature_prior,medium,-6.171154125863106,literature_prior,medium,-14.472344634623505,literature_prior,medium,1.834915806097135,literature_prior,medium,-9.740805037378271,literature_prior,medium,,,
green tea,PMID_28595182,PubMed,"The Effect of Dietary Supplements Containing Green Tea, Capsaicin and Ginger Extracts on Weight Loss...",2017,PubMed,True,186.0,-0.2865630211356035,literature_prior,medium,-8.992120721319314,literature_prior,medium,-15.968644663506234,literature_prior,medium,1.6055028863611975,literature_prior,medium,-6.798236391527201,literature_prior,medium,,,
berberine,NCT_NCT05947370,ClinicalTrial,Berberine on the Secretion of Incretin,,ClinicalTrials.gov,,,-0.952531379990646,literature_prior,medium,-21.546030522276837,literature_prior,medium,-31.58917022943868,literature_prior,medium,2.2964454872592706,literature_prior,medium,-14.665619471288402,literature_prior,medium,Diabetes Mellitus,EARLY_PHASE1,16
berberine,NCT_NCT05021341,ClinicalTrial,Bioavailability of Berberine and Dihydroberberine and Their Impact on Glycemia,,ClinicalTrials.gov,,,-0.9415313733635042,literature_prior,medium,-19.05871736334189,literature_prior,medium,-25.47972257995465,literature_prior,medium,2.0777799747556185,literature_prior,medium,-13.577057990949294,literature_prior,medium,Glycemia,NA,5
berberine,NCT_NCT03470376,ClinicalTrial,NUtraceutical TReatment for hYpercholesterolemia in HIV-infected Patients,,ClinicalTrials.gov,,,-0.8531462626771749,literature_prior,medium,-18.227231464563694,literature_prior,medium,-22.23152496692974,literature_prior,medium,2.199734600503631,literature_prior,medium,-11.572355147332479,literature_prior,medium,"Hypercholesterolemia, Inflammation, Atherosclerosis",PHASE4,26
berberine,NCT_NCT03770325,ClinicalTrial,A Mechanistic Randomized Controlled Trial on the Cardiovascular Effect of Berberine,,ClinicalTrials.gov,,,-0.9030370491432193,literature_prior,medium,-19.425908523238405,literature_prior,medium,-26.67644640705193,literature_prior,medium,2.2620167929412416,literature_prior,medium,-12.52698684781049,literature_prior,medium,Cardiovascular Risk Factor,"PHASE2, PHASE3",84
berberine,NCT_NCT00633282,ClinicalTrial,Role of Pioglitazone and Berberine in Treatment of Non-Alcoholic Fatty Liver Disease,,ClinicalTrials.gov,,,-0.9437457401450718,literature_prior,medium,-17.599743263242424,literature_prior,medium,-20.233398243214236,literature_prior,medium,2.2113649474857278,literature_prior,medium,-13.1820647767861,literature_prior,medium,Nonalcoholic Fatty Liver Disease,PHASE2,184
berberine,NCT_NCT01490229,ClinicalTrial,Ezetimibe Versus Nutraceuticals in Statin-intolerant Patients,,ClinicalTrials.gov,,,-0.9911991152609222,literature_prior,medium,-18.453215881187536,literature_prior,medium,-21.160028318392122,literature_prior,medium,2.0807575352835133,literature_prior,medium,-13.934823122866852,literature_prior,medium,Coronary Artery Disease,PHASE4,100
berberine,NCT_NCT02969070,ClinicalTrial,"Effects of Nutraceutical Therapies on Endothelial Function, Platelet Aggregation, and Coronary Flow ...",,ClinicalTrials.gov,,,-0.9428431327916785,literature_prior,medium,-18.228522540144553,literature_prior,medium,-21.00783074565878,literature_prior,medium,1.8845364394701762,literature_prior,medium,-13.41086574316975,literature_prior,medium,"Hypercholesterolemia, Endothelial Dysfunction",NA,28
berberine,NCT_NCT03097965,ClinicalTrial,Safety Evaluation of a Lifestyle Modification Program In.Form 1.1,,ClinicalTrials.gov,,,-0.7501358563133149,literature_prior,medium,-17.911246907699855,literature_prior,medium,-25.296823891020583,literature_prior,medium,2.341486802726413,literature_prior,medium,-13.586547905447095,literature_prior,medium,Obesity,NA,44
berberine,NCT_NCT03548155,ClinicalTrial,Berberine Effects on Clinical Symptoms and Metabolic Disturbance in Patients With Schizophrenia,,ClinicalTrials.gov,,,-0.9866530109541567,literature_prior,medium,-19.058428649460325,literature_prior,medium,-23.06956432482704,literature_prior,medium,1.9711313017392054,literature_prior,medium,-11.606195661771164,literature_prior,medium,"Schizophrenia, Therapeutics",NA,65
berberine,NCT_NCT03976336,ClinicalTrial,Evaluating the Tolerability and Effects of Berberine on Major Metabolic Biomarkers: A Pilot Study,,ClinicalTrials.gov,,,-0.9531702757733586,literature_prior,medium,-17.21624389499327,literature_prior,medium,-24.207119211168223,literature_prior,medium,2.104723160019238,literature_prior,medium,-14.90087993162404,literature_prior,medium,Metabolic Syndrome,NA,15
berberine,NCT_NCT02898805,ClinicalTrial,Effects of LopiGLIK® on Cardiovascular Risk,,ClinicalTrials.gov,,,-0.9591420517148908,literature_prior,medium,-17.070221164487947,literature_prior,medium,-25.58265609622689,literature_prior,medium,2.4467754697041264,literature_prior,medium,-13.587429540389046,literature_prior,medium,Cardiovascular Risk Factors,NA,600
berberine,NCT_NCT02861261,ClinicalTrial,A Study on the Efficacy and Gut Microbiota of Berberine and Probiotics in Patients With Newly Diagno...,,ClinicalTrials.gov,,,-0.7561572876450846,literature_prior,medium,-16.806807057020137,literature_prior,medium,-22.700322533692134,literature_prior,medium,2.4025532633255935,literature_prior,medium,-14.408039981905482,literature_prior,medium,Type 2 Diabetes,PHASE3,400
berberine,NCT_NCT06496893,ClinicalTrial,A Study to Assess Effect of Glucocil® on Metabolic Health in Individuals With Prediabetes and Type 2...,,ClinicalTrials.gov,,,-0.8437466719992947,literature_prior,medium,-17.30382659335644,literature_prior,medium,-25.312623292308952,literature_prior,medium,2.115680499679627,literature_prior,medium,-11.568222810466564,literature_prior,medium,"Pre Diabetes, Type2 Diabetes Mellitus",NA,100
berberine,NCT_NCT04049396,ClinicalTrial,Berberine and Non-Alcoholic Fatty Liver Disease (NAFLD),,ClinicalTrials.gov,,,-0.8775782392591311,literature_prior,medium,-15.810833950771562,literature_prior,medium,-28.40624817637581,literature_prior,medium,1.7303305923053474,literature_prior,medium,-10.532557539977283,literature_prior,medium,Non-Alcoholic Fatty Liver Disease,NA,50
berberine,NCT_NCT06591767,ClinicalTrial,Quercetin as Possible Supportive Therapy for Mild to Moderate Hyperuricemia,,ClinicalTrials.gov,,,-0.9391535509060737,literature_prior,medium,-16.211778960007,literature_prior,medium,-23.93756830550096,literature_prior,medium,2.1132663008315493,literature_prior,medium,-13.66438506222955,literature_prior,medium,Hyperuricemia,NA,64
berberine,NCT_NCT03708549,ClinicalTrial,Comparison of Berberine and Metformin for the Treatment for MS in Schizophrenia Patients,,ClinicalTrials.gov,,,-0.8801026093846014,literature_prior,medium,-21.791467824967622,literature_prior,medium,-25.198893748577028,literature_prior,medium,2.350066888734336,literature_prior,medium,-13.156551398869112,literature_prior,medium,"Schizophrenia, Metabolic Syndrome, Berberine, Metformin",PHASE4,100
berberine,NCT_NCT06202157,ClinicalTrial,Metabolic Differences Between Dihydroberberine and Micellar Berberine,,ClinicalTrials.gov,,,-1.0918088782206599,literature_prior,medium,-20.45797248225975,literature_prior,medium,-25.309543834190986,literature_prior,medium,2.232054450550571,literature_prior,medium,-12.466155704920409,literature_prior,medium,Phase I and Phase II Metabolites of Berberine,NA,9
berberine,NCT_NCT00462046,ClinicalTrial,Efficacy and Safety of Berberine in the Treatment of Diabetes With Dyslipidemia,,ClinicalTrials.gov,,,-0.8756190145480395,literature_prior,medium,-16.08868996813417,literature_prior,medium,-23.163180761782836,literature_prior,medium,2.5328039908827016,literature_prior,medium,-11.258839844763418,literature_prior,medium,"Diabetes Mellitus, Type 2, Metabolic Syndrome",PHASE3,120
berberine,NCT_NCT03216811,ClinicalTrial,Nutraceutical in Cardiovascular Primary Prevention,,ClinicalTrials.gov,,,-0.8410056558494725,literature_prior,medium,-18.32662044762566,literature_prior,medium,-25.047768577223522,literature_prior,medium,2.1805824221435017,literature_prior,medium,-12.199525493613999,literature_prior,medium,Hypercholesterolemia,PHASE2,52
berberine,NCT_NCT05832463,ClinicalTrial,Effects of a Novel Supplement on Glycemic Variability Measured by Continuous Glucose Monitoring,,ClinicalTrials.gov,,,-0.9400838730296703,literature_prior,medium,-20.613413066121442,literature_prior,medium,-28.39191350683338,literature_prior,medium,2.0438225218662636,literature_prior,medium,-13.582519588995794,literature_prior,medium,Healthy,NA,43
berberine,NCT_NCT02422927,ClinicalTrial,Nutraceutical Combination in Patients With Low-grade Systemic Inflammation,,ClinicalTrials.gov,,,-0.796847974007293,literature_prior,medium,-17.16482531624619,literature_prior,medium,-22.242191835299835,literature_prior,medium,2.0903936153604734,literature_prior,medium,-11.700199326259273,literature_prior,medium,"Atherosclerosis, Inflammation, Hypercholesterolemia",PHASE4,100
berberine,NCT_NCT01697735,ClinicalTrial,The Therapeutic Effects of Statins and Berberine on the Hyperlipemia,,ClinicalTrials.gov,,,-0.7631375797075686,literature_prior,medium,-17.78589033822487,literature_prior,medium,-20.843968885032,literature_prior,medium,2.37871055176569,literature_prior,medium,-12.086370481608611,literature_prior,medium,Dyslipidemias,PHASE4,24
berberine,NCT_NCT01116167,ClinicalTrial,Polycystic Ovary Syndrome (PCOS): Effect Of Letrozole and Berberine,,ClinicalTrials.gov,,,-0.9886784466274317,literature_prior,medium,-17.5896751434353,literature_prior,medium,-22.188756678604488,literature_prior,medium,2.346860033984743,literature_prior,medium,-12.913540586377906,literature_prior,medium,Polycystic Ovary Syndrome,NA,660
berberine,NCT_NCT00654459,ClinicalTrial,Effects of Armolipid Plus on Cholesterol Levels and Endothelial Function,,ClinicalTrials.gov,,,-1.0698218357321068,literature_prior,medium,-17.636932586468554,literature_prior,medium,-24.078775645092588,literature_prior,medium,2.311006076866013,literature_prior,medium,-14.095043392638779,literature_prior,medium,"Hyperlipidemia, Endothelial Dysfunction",,50
berberine,NCT_NCT03027336,ClinicalTrial,Efficacy and Tolerability of the Nutraceutical Formulation Coleosoma in Dyslipidemic Subjects,,ClinicalTrials.gov,,,-0.9138087347863187,literature_prior,medium,-24.67024615114507,literature_prior,medium,-24.492986803352714,literature_prior,medium,1.8334127202365065,literature_prior,medium,-11.516729548056686,literature_prior,medium,Dyslipidemias,PHASE2,39
berberine,NCT_NCT04434365,ClinicalTrial,Effect of Berberine for Endothelial Function and Intestinal Microflora in Patients With Coronary Art...,,ClinicalTrials.gov,,,-0.8752734459576695,literature_prior,medium,-21.309733760159553,literature_prior,medium,-24.730413467390363,literature_prior,medium,2.428870940656889,literature_prior,medium,-13.356064147684002,literature_prior,medium,"Stable Coronary Artery Disease, Percutaneous Coronary Intervention","PHASE1, PHASE2",24
berberine,NCT_NCT06426966,ClinicalTrial,Gymnema Sylvestre vs Berberine in Obesity Gene Expression of Adipokines,,ClinicalTrials.gov,,,-0.9975032366724466,literature_prior,medium,-19.216261959259587,literature_prior,medium,-26.155704976687282,literature_prior,medium,2.258069226232276,literature_prior,medium,-12.074613142930247,literature_prior,medium,"Diabetes Mellitus, Obesity",NA,50
berberine,NCT_NCT06732908,ClinicalTrial,Safety Profile of a New Berberine Formulation with Improved Bioavailability,,ClinicalTrials.gov,,,-0.8499857809907261,literature_prior,medium,-19.1466619244045,literature_prior,medium,-30.091600918275176,literature_prior,medium,1.7764418226939342,literature_prior,medium,-10.202642407116766,literature_prior,medium,Safety,NA,19
berberine,NCT_NCT03251716,ClinicalTrial,Berberine Treat Metabolic Syndrome in Schizophrenia,,ClinicalTrials.gov,,,-0.8762630547394249,literature_prior,medium,-20.407067098913426,literature_prior,medium,-25.329467735914058,literature_prior,medium,1.8544407321688408,literature_prior,medium,-12.901239675988975,literature_prior,medium,"Metabolic Syndrome, Female, Schizophrenia",NA,36
berberine,NCT_NCT06348550,ClinicalTrial,Effect of the Association of Berberine Fitosoma® and Monacolin K MonaKoPure® on Glyco-metabolic Para...,,ClinicalTrials.gov,,,-0.7440324108405157,literature_prior,medium,-19.663496562617222,literature_prior,medium,-24.421047798538208,literature_prior,medium,2.08277317509546,literature_prior,medium,-13.346797402254262,literature_prior,medium,"Dyslipidemias, Dysglycemia",NA,120
berberine,NCT_NCT04932070,ClinicalTrial,Berberine and Polycystic Ovary Syndrome,,ClinicalTrials.gov,,,-0.9185120025638499,literature_prior,medium,-17.498669788597443,literature_prior,medium,-27.80470435086911,literature_prior,medium,2.2673558385742014,literature_prior,medium,-10.528916233952941,literature_prior,medium,"Polycystic Ovary Syndrome, Berberine",NA,12
berberine,NCT_NCT02295176,ClinicalTrial,Metabolic and Cardiovascular Effects of Armolipid Plus in Subjects With Metabolic Syndrome,,ClinicalTrials.gov,,,-0.8792781595674662,literature_prior,medium,-16.50146943166189,literature_prior,medium,-22.004493590027533,literature_prior,medium,2.21237806093744,literature_prior,medium,-12.263345560748492,literature_prior,medium,"Metabolic Syndrome, Insulin-resistance, Left Ventricular Hypertrophy",NA,159
berberine,NCT_NCT06703086,ClinicalTrial,"Gene Modulation of NLRP3, IL-1β and TNF-α in Peripheral Blood of Patients With Exogenous Obesity Tre...",,ClinicalTrials.gov,,,-0.887150551594823,literature_prior,medium,-17.26108287251244,literature_prior,medium,-26.132842141105964,literature_prior,medium,2.242452845916997,literature_prior,medium,-15.577926224609696,literature_prior,medium,"Obesity, Overweight, Berberine",NA,120
berberine,NCT_NCT01562080,ClinicalTrial,Combined Effects of Bioactive Compounds in Lipid Profile,,ClinicalTrials.gov,,,-0.8837123161951663,literature_prior,medium,-15.820427671665303,literature_prior,medium,-23.930187900112575,literature_prior,medium,2.277882583490148,literature_prior,medium,-11.811014156633206,literature_prior,medium,"Hyperlipidemia, Low-density-lipoprotein-type, Elevated Triglycerides","PHASE2, PHASE3",118
berberine,NCT_NCT06700915,ClinicalTrial,A Clinical Trial to Assess the Efficacy and Tolerance of a Berberine-based Nutraceutical Formula to ...,,ClinicalTrials.gov,,,-0.7666085160490518,literature_prior,medium,-17.109137280367072,literature_prior,medium,-23.855917887271726,literature_prior,medium,1.8726393949274223,literature_prior,medium,-13.07836993806904,literature_prior,medium,"Metabolism Disorder, Nutraceutical",NA,80
berberine,NCT_NCT07195994,ClinicalTrial,A Clinical Trial to Examine the Efficacy and Safety of an Investigational Product With and Without U...,,ClinicalTrials.gov,,,-0.8928879946913952,literature_prior,medium,-19.960954695514772,literature_prior,medium,-24.076433215987514,literature_prior,medium,2.217193601399386,literature_prior,medium,-12.169893383649708,literature_prior,medium,Prediabetes / Type 2 Diabetes,NA,90
berberine,NCT_NCT06911983,ClinicalTrial,Comparative Efficacy of Metformin and Berberine Among TCF7L2 (rs7903146) TT vs. CC Genotype Carriers...,,ClinicalTrials.gov,,,-0.7983348874372138,literature_prior,medium,-17.495414599795026,literature_prior,medium,-21.12196668359325,literature_prior,medium,2.4755252843964257,literature_prior,medium,-12.982399677166084,literature_prior,medium,Diabetes Mellitis,NA,60
berberine,NCT_NCT06273241,ClinicalTrial,Impact of Food Intake on Berberine Kinetics,,ClinicalTrials.gov,,,-0.8284133798702583,literature_prior,medium,-17.801358299778187,literature_prior,medium,-19.024830762235023,literature_prior,medium,2.401214177265082,literature_prior,medium,-14.51078149659422,literature_prior,medium,Pharmacokinetic Study in Healthy Volunteers,NA,12
